atom x[N] y[N] z[N]
8543 -6.7227e-12 -3.18023e-11 -4.19888e-11 
8544 -6.72893e-12 -3.18037e-11 -4.1986e-11 
8545 -6.72928e-12 -3.17992e-11 -4.19929e-11 
8546 -6.72962e-12 -3.18006e-11 -4.19926e-11 
8547 -6.72407e-12 -3.18078e-11 -4.19944e-11 
8548 -6.7303e-12 -3.18092e-11 -4.19916e-11 
8549 -6.73066e-12 -3.18046e-11 -4.19984e-11 
8550 -6.73102e-12 -3.1806e-11 -4.19982e-11 
8551 -6.72547e-12 -3.18132e-11 -4.2e-11 
8552 -6.73177e-12 -3.18146e-11 -4.19971e-11 
8553 -6.7325e-12 -3.181e-11 -4.20041e-11 
8554 -6.73324e-12 -3.18114e-11 -4.20037e-11 
8555 -6.72776e-12 -3.18186e-11 -4.20055e-11 
8556 -6.73884e-12 -3.18205e-11 -4.20032e-11 
8557 -6.73226e-12 -3.18213e-11 -4.20046e-11 
8558 -6.72566e-12 -3.18173e-11 -4.20098e-11 
8559 -6.72494e-12 -3.1824e-11 -4.20111e-11 
8560 -6.72427e-12 -3.18308e-11 -4.20137e-11 
8561 -6.72941e-12 -3.18267e-11 -4.20201e-11 
8562 -6.7346e-12 -3.18277e-11 -4.20203e-11 
8563 -6.72218e-12 -3.18294e-11 -4.20166e-11 
8564 -6.72877e-12 -3.18308e-11 -4.20137e-11 
8565 -6.72917e-12 -3.18262e-11 -4.20206e-11 
8566 -6.72958e-12 -3.18276e-11 -4.20203e-11 
8567 -6.72443e-12 -3.18348e-11 -4.20221e-11 
8568 -6.73067e-12 -3.18362e-11 -4.20193e-11 
8569 -6.73102e-12 -3.18316e-11 -4.20262e-11 
8570 -6.73136e-12 -3.1833e-11 -4.20259e-11 
8571 -6.72583e-12 -3.18402e-11 -4.20277e-11 
8572 -6.73205e-12 -3.18416e-11 -4.20248e-11 
8573 -6.73239e-12 -3.1837e-11 -4.20317e-11 
8574 -6.73273e-12 -3.18384e-11 -4.20314e-11 
8575 -6.72718e-12 -3.18455e-11 -4.20332e-11 
8576 -6.7334e-12 -3.18469e-11 -4.20303e-11 
8577 -6.73374e-12 -3.18423e-11 -4.20372e-11 
8578 -6.73407e-12 -3.18437e-11 -4.20369e-11 
8579 -6.72853e-12 -3.18509e-11 -4.20387e-11 
8580 -6.73475e-12 -3.18523e-11 -4.20358e-11 
8581 -6.73508e-12 -3.18477e-11 -4.20427e-11 
8582 -6.73542e-12 -3.18491e-11 -4.20424e-11 
8583 -6.72987e-12 -3.18563e-11 -4.20441e-11 
8584 -6.73609e-12 -3.18576e-11 -4.20413e-11 
8585 -6.73642e-12 -3.1853e-11 -4.20481e-11 
8586 -6.73676e-12 -3.18544e-11 -4.20478e-11 
8587 -6.73121e-12 -3.18616e-11 -4.20496e-11 
8588 -6.73743e-12 -3.1863e-11 -4.20467e-11 
8589 -6.73776e-12 -3.18584e-11 -4.20536e-11 
8590 -6.73809e-12 -3.18598e-11 -4.20533e-11 
8591 -6.73255e-12 -3.18669e-11 -4.20551e-11 
8592 -6.73876e-12 -3.18683e-11 -4.20522e-11 
8593 -6.7391e-12 -3.18637e-11 -4.2059e-11 
8594 -6.73943e-12 -3.18651e-11 -4.20587e-11 
8595 -6.73388e-12 -3.18723e-11 -4.20605e-11 
8596 -6.7401e-12 -3.18736e-11 -4.20576e-11 
8597 -6.74043e-12 -3.1869e-11 -4.20645e-11 
8598 -6.74076e-12 -3.18704e-11 -4.20642e-11 
8599 -6.73522e-12 -3.18776e-11 -4.20659e-11 
8600 -6.74143e-12 -3.18789e-11 -4.20631e-11 
8601 -6.74176e-12 -3.18743e-11 -4.20699e-11 
8602 -6.7421e-12 -3.18757e-11 -4.20696e-11 
8603 -6.73655e-12 -3.18829e-11 -4.20713e-11 
8604 -6.74276e-12 -3.18842e-11 -4.20685e-11 
8605 -6.74309e-12 -3.18796e-11 -4.20753e-11 
8606 -6.74342e-12 -3.1881e-11 -4.2075e-11 
8607 -6.73788e-12 -3.18882e-11 -4.20768e-11 
8608 -6.74409e-12 -3.18895e-11 -4.20739e-11 
8609 -6.74442e-12 -3.18849e-11 -4.20807e-11 
8610 -6.74475e-12 -3.18863e-11 -4.20804e-11 
8611 -6.73921e-12 -3.18934e-11 -4.20821e-11 
8612 -6.74542e-12 -3.18948e-11 -4.20793e-11 
8613 -6.74575e-12 -3.18902e-11 -4.20861e-11 
8614 -6.74608e-12 -3.18916e-11 -4.20858e-11 
8615 -6.74053e-12 -3.18987e-11 -4.20875e-11 
8616 -6.74674e-12 -3.19001e-11 -4.20847e-11 
8617 -6.74707e-12 -3.18955e-11 -4.20915e-11 
8618 -6.7474e-12 -3.18968e-11 -4.20912e-11 
8619 -6.74186e-12 -3.1904e-11 -4.20929e-11 
8620 -6.74806e-12 -3.19053e-11 -4.209e-11 
8621 -6.74839e-12 -3.19007e-11 -4.20968e-11 
8622 -6.74872e-12 -3.19021e-11 -4.20965e-11 
8623 -6.74318e-12 -3.19092e-11 -4.20983e-11 
8624 -6.74938e-12 -3.19106e-11 -4.20954e-11 
8625 -6.74971e-12 -3.1906e-11 -4.21022e-11 
8626 -6.75005e-12 -3.19073e-11 -4.21019e-11 
8627 -6.7445e-12 -3.19145e-11 -4.21036e-11 
8628 -6.75071e-12 -3.19158e-11 -4.21007e-11 
8629 -6.75106e-12 -3.19112e-11 -4.21075e-11 
8630 -6.7514e-12 -3.19126e-11 -4.21072e-11 
8631 -6.74587e-12 -3.19197e-11 -4.21089e-11 
8632 -6.75214e-12 -3.19211e-11 -4.21061e-11 
8633 -6.75286e-12 -3.19164e-11 -4.21129e-11 
8634 -6.75359e-12 -3.19178e-11 -4.21125e-11 
8635 -6.74812e-12 -3.19249e-11 -4.21143e-11 
8636 -6.75915e-12 -3.19268e-11 -4.21119e-11 
8637 -6.75258e-12 -3.19276e-11 -4.21132e-11 
8638 -6.74599e-12 -3.19235e-11 -4.21183e-11 
8639 -6.74527e-12 -3.19301e-11 -4.21196e-11 
8640 -6.74459e-12 -3.19369e-11 -4.21221e-11 
8641 -6.74971e-12 -3.19328e-11 -4.21284e-11 
8642 -6.75487e-12 -3.19336e-11 -4.21286e-11 
8643 -6.74249e-12 -3.19354e-11 -4.21249e-11 
8644 -6.74904e-12 -3.19367e-11 -4.21219e-11 
8645 -6.74943e-12 -3.1932e-11 -4.21287e-11 
8646 -6.74983e-12 -3.19334e-11 -4.21284e-11 
8647 -6.74469e-12 -3.19406e-11 -4.21302e-11 
8648 -6.7509e-12 -3.19419e-11 -4.21273e-11 
8649 -6.75123e-12 -3.19373e-11 -4.21341e-11 
8650 -6.75157e-12 -3.19386e-11 -4.21337e-11 
8651 -6.74604e-12 -3.19457e-11 -4.21355e-11 
8652 -6.75224e-12 -3.19471e-11 -4.21326e-11 
8653 -6.75257e-12 -3.19425e-11 -4.21393e-11 
8654 -6.75289e-12 -3.19438e-11 -4.2139e-11 
8655 -6.74736e-12 -3.19509e-11 -4.21407e-11 
8656 -6.75355e-12 -3.19523e-11 -4.21378e-11 
8657 -6.75387e-12 -3.19476e-11 -4.21446e-11 
8658 -6.7542e-12 -3.1949e-11 -4.21443e-11 
8659 -6.74866e-12 -3.19561e-11 -4.2146e-11 
8660 -6.75485e-12 -3.19574e-11 -4.21431e-11 
8661 -6.75518e-12 -3.19528e-11 -4.21499e-11 
8662 -6.7555e-12 -3.19541e-11 -4.21495e-11 
8663 -6.74997e-12 -3.19612e-11 -4.21512e-11 
8664 -6.75615e-12 -3.19626e-11 -4.21483e-11 
8665 -6.75648e-12 -3.1958e-11 -4.21551e-11 
8666 -6.7568e-12 -3.19593e-11 -4.21547e-11 
8667 -6.75127e-12 -3.19664e-11 -4.21564e-11 
8668 -6.75745e-12 -3.19677e-11 -4.21536e-11 
8669 -6.75778e-12 -3.19631e-11 -4.21603e-11 
8670 -6.7581e-12 -3.19644e-11 -4.216e-11 
8671 -6.75256e-12 -3.19715e-11 -4.21617e-11 
8672 -6.75875e-12 -3.19729e-11 -4.21588e-11 
8673 -6.75907e-12 -3.19682e-11 -4.21655e-11 
8674 -6.7594e-12 -3.19696e-11 -4.21652e-11 
8675 -6.75386e-12 -3.19767e-11 -4.21669e-11 
8676 -6.76004e-12 -3.1978e-11 -4.2164e-11 
8677 -6.76036e-12 -3.19734e-11 -4.21707e-11 
8678 -6.76069e-12 -3.19747e-11 -4.21704e-11 
8679 -6.75515e-12 -3.19818e-11 -4.21721e-11 
8680 -6.76134e-12 -3.19831e-11 -4.21692e-11 
8681 -6.76166e-12 -3.19785e-11 -4.21759e-11 
8682 -6.76198e-12 -3.19798e-11 -4.21755e-11 
8683 -6.75644e-12 -3.19869e-11 -4.21772e-11 
8684 -6.76263e-12 -3.19882e-11 -4.21743e-11 
8685 -6.76295e-12 -3.19836e-11 -4.21811e-11 
8686 -6.76327e-12 -3.19849e-11 -4.21807e-11 
8687 -6.75773e-12 -3.1992e-11 -4.21824e-11 
8688 -6.76391e-12 -3.19933e-11 -4.21795e-11 
8689 -6.76423e-12 -3.19887e-11 -4.21863e-11 
8690 -6.76456e-12 -3.199e-11 -4.21859e-11 
8691 -6.75902e-12 -3.19971e-11 -4.21876e-11 
8692 -6.7652e-12 -3.19984e-11 -4.21847e-11 
8693 -6.76552e-12 -3.19938e-11 -4.21914e-11 
8694 -6.76584e-12 -3.19951e-11 -4.2191e-11 
8695 -6.76031e-12 -3.20022e-11 -4.21927e-11 
8696 -6.76648e-12 -3.20035e-11 -4.21898e-11 
8697 -6.7668e-12 -3.19988e-11 -4.21965e-11 
8698 -6.76712e-12 -3.20002e-11 -4.21962e-11 
8699 -6.76159e-12 -3.20072e-11 -4.21979e-11 
8700 -6.76776e-12 -3.20086e-11 -4.21949e-11 
8701 -6.76808e-12 -3.20039e-11 -4.22017e-11 
8702 -6.7684e-12 -3.20052e-11 -4.22013e-11 
8703 -6.76287e-12 -3.20123e-11 -4.2203e-11 
8704 -6.76905e-12 -3.20136e-11 -4.22001e-11 
8705 -6.76937e-12 -3.2009e-11 -4.22068e-11 
8706 -6.76969e-12 -3.20103e-11 -4.22064e-11 
8707 -6.76416e-12 -3.20173e-11 -4.22081e-11 
8708 -6.77033e-12 -3.20187e-11 -4.22052e-11 
8709 -6.77067e-12 -3.2014e-11 -4.22119e-11 
8710 -6.77101e-12 -3.20153e-11 -4.22115e-11 
8711 -6.76548e-12 -3.20224e-11 -4.22132e-11 
8712 -6.77172e-12 -3.20237e-11 -4.22103e-11 
8713 -6.77243e-12 -3.2019e-11 -4.22171e-11 
8714 -6.77314e-12 -3.20204e-11 -4.22166e-11 
8715 -6.76768e-12 -3.20274e-11 -4.22183e-11 
8716 -6.77867e-12 -3.20292e-11 -4.22158e-11 
8717 -6.77211e-12 -3.20299e-11 -4.22171e-11 
8718 -6.76554e-12 -3.20259e-11 -4.22221e-11 
8719 -6.76481e-12 -3.20324e-11 -4.22233e-11 
8720 -6.76412e-12 -3.20391e-11 -4.22258e-11 
8721 -6.76922e-12 -3.2035e-11 -4.22321e-11 
8722 -6.77435e-12 -3.20358e-11 -4.22321e-11 
8723 -6.762e-12 -3.20375e-11 -4.22284e-11 
8724 -6.76852e-12 -3.20387e-11 -4.22254e-11 
8725 -6.76891e-12 -3.20341e-11 -4.22321e-11 
8726 -6.7693e-12 -3.20354e-11 -4.22317e-11 
8727 -6.76416e-12 -3.20425e-11 -4.22335e-11 
8728 -6.77034e-12 -3.20438e-11 -4.22305e-11 
8729 -6.77066e-12 -3.20391e-11 -4.22372e-11 
8730 -6.77099e-12 -3.20404e-11 -4.22368e-11 
8731 -6.76548e-12 -3.20475e-11 -4.22385e-11 
8732 -6.77164e-12 -3.20488e-11 -4.22356e-11 
8733 -6.77196e-12 -3.20441e-11 -4.22423e-11 
8734 -6.77227e-12 -3.20454e-11 -4.22419e-11 
8735 -6.76675e-12 -3.20524e-11 -4.22435e-11 
8736 -6.77291e-12 -3.20537e-11 -4.22406e-11 
8737 -6.77322e-12 -3.20491e-11 -4.22473e-11 
8738 -6.77354e-12 -3.20504e-11 -4.22469e-11 
8739 -6.76801e-12 -3.20574e-11 -4.22486e-11 
8740 -6.77417e-12 -3.20587e-11 -4.22456e-11 
8741 -6.77449e-12 -3.20541e-11 -4.22523e-11 
8742 -6.7748e-12 -3.20554e-11 -4.22519e-11 
8743 -6.76927e-12 -3.20624e-11 -4.22536e-11 
8744 -6.77543e-12 -3.20637e-11 -4.22506e-11 
8745 -6.77575e-12 -3.2059e-11 -4.22573e-11 
8746 -6.77606e-12 -3.20603e-11 -4.22569e-11 
8747 -6.77053e-12 -3.20673e-11 -4.22585e-11 
8748 -6.77669e-12 -3.20686e-11 -4.22556e-11 
8749 -6.777e-12 -3.2064e-11 -4.22623e-11 
8750 -6.77732e-12 -3.20653e-11 -4.22619e-11 
8751 -6.77179e-12 -3.20723e-11 -4.22635e-11 
8752 -6.77795e-12 -3.20736e-11 -4.22606e-11 
8753 -6.77826e-12 -3.20689e-11 -4.22673e-11 
8754 -6.77857e-12 -3.20702e-11 -4.22669e-11 
8755 -6.77305e-12 -3.20772e-11 -4.22685e-11 
8756 -6.7792e-12 -3.20785e-11 -4.22656e-11 
8757 -6.77951e-12 -3.20739e-11 -4.22722e-11 
8758 -6.77983e-12 -3.20751e-11 -4.22718e-11 
8759 -6.7743e-12 -3.20822e-11 -4.22735e-11 
8760 -6.78045e-12 -3.20834e-11 -4.22705e-11 
8761 -6.78076e-12 -3.20788e-11 -4.22772e-11 
8762 -6.78108e-12 -3.20801e-11 -4.22768e-11 
8763 -6.77555e-12 -3.20871e-11 -4.22784e-11 
8764 -6.7817e-12 -3.20884e-11 -4.22755e-11 
8765 -6.78201e-12 -3.20837e-11 -4.22821e-11 
8766 -6.78233e-12 -3.2085e-11 -4.22817e-11 
8767 -6.7768e-12 -3.2092e-11 -4.22833e-11 
8768 -6.78295e-12 -3.20933e-11 -4.22804e-11 
8769 -6.78326e-12 -3.20886e-11 -4.22871e-11 
8770 -6.78357e-12 -3.20899e-11 -4.22866e-11 
8771 -6.77805e-12 -3.20969e-11 -4.22883e-11 
8772 -6.7842e-12 -3.20982e-11 -4.22853e-11 
8773 -6.7845e-12 -3.20935e-11 -4.2292e-11 
8774 -6.78482e-12 -3.20948e-11 -4.22915e-11 
8775 -6.77929e-12 -3.21018e-11 -4.22932e-11 
8776 -6.78544e-12 -3.2103e-11 -4.22902e-11 
8777 -6.78575e-12 -3.20984e-11 -4.22969e-11 
8778 -6.78606e-12 -3.20997e-11 -4.22964e-11 
8779 -6.78053e-12 -3.21067e-11 -4.22981e-11 
8780 -6.78668e-12 -3.21079e-11 -4.22951e-11 
8781 -6.78699e-12 -3.21033e-11 -4.23018e-11 
8782 -6.7873e-12 -3.21045e-11 -4.23013e-11 
8783 -6.78178e-12 -3.21115e-11 -4.23029e-11 
8784 -6.78792e-12 -3.21128e-11 -4.23e-11 
8785 -6.78823e-12 -3.21081e-11 -4.23066e-11 
8786 -6.78854e-12 -3.21094e-11 -4.23062e-11 
8787 -6.78302e-12 -3.21164e-11 -4.23078e-11 
8788 -6.78917e-12 -3.21177e-11 -4.23049e-11 
8789 -6.78949e-12 -3.2113e-11 -4.23115e-11 
8790 -6.78982e-12 -3.21142e-11 -4.23111e-11 
8791 -6.7843e-12 -3.21212e-11 -4.23127e-11 
8792 -6.79051e-12 -3.21225e-11 -4.23097e-11 
8793 -6.79121e-12 -3.21178e-11 -4.23164e-11 
8794 -6.79191e-12 -3.21191e-11 -4.23159e-11 
8795 -6.78646e-12 -3.21261e-11 -4.23175e-11 
8796 -6.7974e-12 -3.21278e-11 -4.2315e-11 
8797 -6.79086e-12 -3.21285e-11 -4.23163e-11 
8798 -6.7843e-12 -3.21244e-11 -4.23212e-11 
8799 -6.78356e-12 -3.21309e-11 -4.23224e-11 
8800 -6.78287e-12 -3.21375e-11 -4.23248e-11 
8801 -6.78794e-12 -3.21333e-11 -4.2331e-11 
8802 -6.79304e-12 -3.21341e-11 -4.2331e-11 
8803 -6.78073e-12 -3.21357e-11 -4.23272e-11 
8804 -6.78722e-12 -3.21369e-11 -4.23242e-11 
8805 -6.78759e-12 -3.21323e-11 -4.23308e-11 
8806 -6.78797e-12 -3.21335e-11 -4.23304e-11 
8807 -6.78284e-12 -3.21405e-11 -4.2332e-11 
8808 -6.789e-12 -3.21418e-11 -4.23291e-11 
8809 -6.78931e-12 -3.21371e-11 -4.23357e-11 
8810 -6.78962e-12 -3.21384e-11 -4.23352e-11 
8811 -6.78412e-12 -3.21454e-11 -4.23368e-11 
8812 -6.79025e-12 -3.21466e-11 -4.23339e-11 
8813 -6.79056e-12 -3.21419e-11 -4.23405e-11 
8814 -6.79087e-12 -3.21432e-11 -4.234e-11 
8815 -6.78535e-12 -3.21501e-11 -4.23416e-11 
8816 -6.79148e-12 -3.21514e-11 -4.23386e-11 
8817 -6.79179e-12 -3.21467e-11 -4.23453e-11 
8818 -6.79209e-12 -3.2148e-11 -4.23448e-11 
8819 -6.78657e-12 -3.21549e-11 -4.23464e-11 
8820 -6.79271e-12 -3.21562e-11 -4.23434e-11 
8821 -6.79301e-12 -3.21515e-11 -4.235e-11 
8822 -6.79331e-12 -3.21527e-11 -4.23496e-11 
8823 -6.7878e-12 -3.21597e-11 -4.23512e-11 
8824 -6.79393e-12 -3.2161e-11 -4.23482e-11 
8825 -6.79423e-12 -3.21563e-11 -4.23548e-11 
8826 -6.79453e-12 -3.21575e-11 -4.23543e-11 
8827 -6.78902e-12 -3.21645e-11 -4.23559e-11 
8828 -6.79514e-12 -3.21657e-11 -4.23529e-11 
8829 -6.79545e-12 -3.2161e-11 -4.23595e-11 
8830 -6.79575e-12 -3.21623e-11 -4.23591e-11 
8831 -6.79023e-12 -3.21692e-11 -4.23607e-11 
8832 -6.79636e-12 -3.21705e-11 -4.23577e-11 
8833 -6.79666e-12 -3.21658e-11 -4.23643e-11 
8834 -6.79696e-12 -3.2167e-11 -4.23638e-11 
8835 -6.79145e-12 -3.2174e-11 -4.23654e-11 
8836 -6.79757e-12 -3.21752e-11 -4.23624e-11 
8837 -6.79787e-12 -3.21705e-11 -4.2369e-11 
8838 -6.79818e-12 -3.21718e-11 -4.23685e-11 
8839 -6.79266e-12 -3.21787e-11 -4.23701e-11 
8840 -6.79878e-12 -3.218e-11 -4.23671e-11 
8841 -6.79908e-12 -3.21753e-11 -4.23737e-11 
8842 -6.79939e-12 -3.21765e-11 -4.23732e-11 
8843 -6.79387e-12 -3.21834e-11 -4.23748e-11 
8844 -6.79999e-12 -3.21847e-11 -4.23718e-11 
8845 -6.80029e-12 -3.218e-11 -4.23784e-11 
8846 -6.80059e-12 -3.21812e-11 -4.23779e-11 
8847 -6.79508e-12 -3.21882e-11 -4.23795e-11 
8848 -6.8012e-12 -3.21894e-11 -4.23765e-11 
8849 -6.8015e-12 -3.21847e-11 -4.23831e-11 
8850 -6.8018e-12 -3.21859e-11 -4.23826e-11 
8851 -6.79629e-12 -3.21929e-11 -4.23842e-11 
8852 -6.8024e-12 -3.21941e-11 -4.23812e-11 
8853 -6.8027e-12 -3.21894e-11 -4.23878e-11 
8854 -6.803e-12 -3.21906e-11 -4.23873e-11 
8855 -6.79749e-12 -3.21976e-11 -4.23889e-11 
8856 -6.80361e-12 -3.21988e-11 -4.23859e-11 
8857 -6.8039e-12 -3.21941e-11 -4.23925e-11 
8858 -6.80421e-12 -3.21953e-11 -4.2392e-11 
8859 -6.79869e-12 -3.22023e-11 -4.23935e-11 
8860 -6.80481e-12 -3.22035e-11 -4.23905e-11 
8861 -6.80511e-12 -3.21988e-11 -4.23971e-11 
8862 -6.80541e-12 -3.22e-11 -4.23966e-11 
8863 -6.79989e-12 -3.22069e-11 -4.23982e-11 
8864 -6.80601e-12 -3.22082e-11 -4.23952e-11 
8865 -6.80631e-12 -3.22035e-11 -4.24018e-11 
8866 -6.80661e-12 -3.22047e-11 -4.24013e-11 
8867 -6.8011e-12 -3.22116e-11 -4.24028e-11 
8868 -6.80721e-12 -3.22128e-11 -4.23998e-11 
8869 -6.80753e-12 -3.22081e-11 -4.24064e-11 
8870 -6.80785e-12 -3.22093e-11 -4.24059e-11 
8871 -6.80234e-12 -3.22163e-11 -4.24074e-11 
8872 -6.80852e-12 -3.22175e-11 -4.24045e-11 
8873 -6.80921e-12 -3.22127e-11 -4.24111e-11 
8874 -6.8099e-12 -3.2214e-11 -4.24105e-11 
8875 -6.80446e-12 -3.22209e-11 -4.24121e-11 
8876 -6.81534e-12 -3.22226e-11 -4.24095e-11 
8877 -6.80882e-12 -3.22233e-11 -4.24107e-11 
8878 -6.80227e-12 -3.22191e-11 -4.24156e-11 
8879 -6.80153e-12 -3.22256e-11 -4.24167e-11 
8880 -6.80083e-12 -3.22321e-11 -4.2419e-11 
8881 -6.80587e-12 -3.22279e-11 -4.24251e-11 
8882 -6.81095e-12 -3.22286e-11 -4.24251e-11 
8883 -6.79867e-12 -3.22302e-11 -4.24213e-11 
8884 -6.80512e-12 -3.22313e-11 -4.24182e-11 
8885 -6.80549e-12 -3.22266e-11 -4.24247e-11 
8886 -6.80586e-12 -3.22278e-11 -4.24242e-11 
8887 -6.80074e-12 -3.22348e-11 -4.24258e-11 
8888 -6.80686e-12 -3.2236e-11 -4.24228e-11 
8889 -6.80716e-12 -3.22313e-11 -4.24294e-11 
8890 -6.80747e-12 -3.22325e-11 -4.24289e-11 
8891 -6.80197e-12 -3.22394e-11 -4.24304e-11 
8892 -6.80808e-12 -3.22406e-11 -4.24274e-11 
8893 -6.80838e-12 -3.22359e-11 -4.24339e-11 
8894 -6.80867e-12 -3.22371e-11 -4.24334e-11 
8895 -6.80317e-12 -3.2244e-11 -4.24349e-11 
8896 -6.80927e-12 -3.22452e-11 -4.24319e-11 
8897 -6.80956e-12 -3.22405e-11 -4.24385e-11 
8898 -6.80986e-12 -3.22417e-11 -4.2438e-11 
8899 -6.80435e-12 -3.22486e-11 -4.24395e-11 
8900 -6.81045e-12 -3.22498e-11 -4.24365e-11 
8901 -6.81074e-12 -3.22451e-11 -4.2443e-11 
8902 -6.81104e-12 -3.22463e-11 -4.24425e-11 
8903 -6.80553e-12 -3.22532e-11 -4.2444e-11 
8904 -6.81163e-12 -3.22544e-11 -4.2441e-11 
8905 -6.81192e-12 -3.22497e-11 -4.24475e-11 
8906 -6.81222e-12 -3.22509e-11 -4.2447e-11 
8907 -6.80671e-12 -3.22578e-11 -4.24485e-11 
8908 -6.81281e-12 -3.2259e-11 -4.24455e-11 
8909 -6.8131e-12 -3.22543e-11 -4.24521e-11 
8910 -6.81339e-12 -3.22555e-11 -4.24515e-11 
8911 -6.80789e-12 -3.22623e-11 -4.2453e-11 
8912 -6.81398e-12 -3.22635e-11 -4.245e-11 
8913 -6.81427e-12 -3.22588e-11 -4.24566e-11 
8914 -6.81457e-12 -3.226e-11 -4.2456e-11 
8915 -6.80906e-12 -3.22669e-11 -4.24575e-11 
8916 -6.81515e-12 -3.22681e-11 -4.24545e-11 
8917 -6.81545e-12 -3.22634e-11 -4.2461e-11 
8918 -6.81574e-12 -3.22646e-11 -4.24605e-11 
8919 -6.81023e-12 -3.22714e-11 -4.2462e-11 
8920 -6.81632e-12 -3.22726e-11 -4.2459e-11 
8921 -6.81662e-12 -3.22679e-11 -4.24655e-11 
8922 -6.81691e-12 -3.22691e-11 -4.2465e-11 
8923 -6.8114e-12 -3.2276e-11 -4.24665e-11 
8924 -6.81749e-12 -3.22772e-11 -4.24635e-11 
8925 -6.81778e-12 -3.22724e-11 -4.247e-11 
8926 -6.81808e-12 -3.22736e-11 -4.24694e-11 
8927 -6.81257e-12 -3.22805e-11 -4.2471e-11 
8928 -6.81866e-12 -3.22817e-11 -4.24679e-11 
8929 -6.81895e-12 -3.2277e-11 -4.24744e-11 
8930 -6.81924e-12 -3.22782e-11 -4.24739e-11 
8931 -6.81374e-12 -3.2285e-11 -4.24754e-11 
8932 -6.81982e-12 -3.22862e-11 -4.24724e-11 
8933 -6.82011e-12 -3.22815e-11 -4.24789e-11 
8934 -6.8204e-12 -3.22827e-11 -4.24783e-11 
8935 -6.8149e-12 -3.22895e-11 -4.24798e-11 
8936 -6.82099e-12 -3.22907e-11 -4.24768e-11 
8937 -6.82128e-12 -3.2286e-11 -4.24833e-11 
8938 -6.82157e-12 -3.22872e-11 -4.24828e-11 
8939 -6.81606e-12 -3.2294e-11 -4.24843e-11 
8940 -6.82215e-12 -3.22952e-11 -4.24812e-11 
8941 -6.82244e-12 -3.22905e-11 -4.24877e-11 
8942 -6.82273e-12 -3.22917e-11 -4.24872e-11 
8943 -6.81722e-12 -3.22985e-11 -4.24887e-11 
8944 -6.82331e-12 -3.22997e-11 -4.24856e-11 
8945 -6.8236e-12 -3.2295e-11 -4.24921e-11 
8946 -6.82389e-12 -3.22961e-11 -4.24916e-11 
8947 -6.81839e-12 -3.2303e-11 -4.24931e-11 
8948 -6.82447e-12 -3.23042e-11 -4.249e-11 
8949 -6.82478e-12 -3.22994e-11 -4.24965e-11 
8950 -6.82508e-12 -3.23006e-11 -4.2496e-11 
8951 -6.81959e-12 -3.23075e-11 -4.24975e-11 
8952 -6.82574e-12 -3.23086e-11 -4.24944e-11 
8953 -6.82641e-12 -3.23039e-11 -4.2501e-11 
8954 -6.82709e-12 -3.23051e-11 -4.25004e-11 
8955 -6.82166e-12 -3.23119e-11 -4.25018e-11 
8956 -6.8325e-12 -3.23136e-11 -4.24993e-11 
8957 -6.82599e-12 -3.23142e-11 -4.25004e-11 
8958 -6.81946e-12 -3.231e-11 -4.25052e-11 
8959 -6.81871e-12 -3.23164e-11 -4.25062e-11 
8960 -6.818e-12 -3.23229e-11 -4.25085e-11 
8961 -6.82302e-12 -3.23186e-11 -4.25145e-11 
8962 -6.82807e-12 -3.23193e-11 -4.25144e-11 
8963 -6.81582e-12 -3.23208e-11 -4.25106e-11 
8964 -6.82224e-12 -3.23219e-11 -4.25075e-11 
8965 -6.8226e-12 -3.23172e-11 -4.25139e-11 
8966 -6.82296e-12 -3.23183e-11 -4.25134e-11 
8967 -6.81785e-12 -3.23253e-11 -4.25149e-11 
8968 -6.82394e-12 -3.23264e-11 -4.25119e-11 
8969 -6.82423e-12 -3.23217e-11 -4.25183e-11 
8970 -6.82453e-12 -3.23228e-11 -4.25177e-11 
8971 -6.81904e-12 -3.23297e-11 -4.25192e-11 
8972 -6.82512e-12 -3.23308e-11 -4.25162e-11 
8973 -6.8254e-12 -3.23261e-11 -4.25226e-11 
8974 -6.82569e-12 -3.23272e-11 -4.25221e-11 
8975 -6.82019e-12 -3.23341e-11 -4.25235e-11 
8976 -6.82627e-12 -3.23352e-11 -4.25205e-11 
8977 -6.82655e-12 -3.23305e-11 -4.2527e-11 
8978 -6.82684e-12 -3.23317e-11 -4.25264e-11 
8979 -6.82134e-12 -3.23385e-11 -4.25278e-11 
8980 -6.82741e-12 -3.23396e-11 -4.25248e-11 
8981 -6.82769e-12 -3.23349e-11 -4.25313e-11 
8982 -6.82798e-12 -3.23361e-11 -4.25307e-11 
8983 -6.82248e-12 -3.23429e-11 -4.25321e-11 
8984 -6.82855e-12 -3.2344e-11 -4.25291e-11 
8985 -6.82883e-12 -3.23393e-11 -4.25355e-11 
8986 -6.82911e-12 -3.23404e-11 -4.2535e-11 
8987 -6.82362e-12 -3.23473e-11 -4.25364e-11 
8988 -6.82968e-12 -3.23484e-11 -4.25334e-11 
8989 -6.82996e-12 -3.23437e-11 -4.25398e-11 
8990 -6.83025e-12 -3.23448e-11 -4.25392e-11 
8991 -6.82475e-12 -3.23516e-11 -4.25407e-11 
8992 -6.83082e-12 -3.23528e-11 -4.25376e-11 
8993 -6.8311e-12 -3.2348e-11 -4.25441e-11 
