atom x[N] y[N] z[N]
30191 1.64588e-11 7.78962e-11 1.01219e-10 
30192 1.64608e-11 7.79075e-11 1.01233e-10 
30193 1.64632e-11 7.79194e-11 1.01247e-10 
30194 1.64656e-11 7.79307e-11 1.01263e-10 
30195 1.64684e-11 7.79417e-11 1.01278e-10 
30196 1.64704e-11 7.7953e-11 1.01292e-10 
30197 1.64728e-11 7.79649e-11 1.01306e-10 
30198 1.64752e-11 7.79762e-11 1.01322e-10 
30199 1.6478e-11 7.79872e-11 1.01337e-10 
30200 1.648e-11 7.79985e-11 1.01351e-10 
30201 1.64824e-11 7.80104e-11 1.01365e-10 
30202 1.64848e-11 7.80217e-11 1.01381e-10 
30203 1.64876e-11 7.80327e-11 1.01396e-10 
30204 1.64896e-11 7.8044e-11 1.01409e-10 
30205 1.6492e-11 7.80559e-11 1.01424e-10 
30206 1.64944e-11 7.80672e-11 1.0144e-10 
30207 1.64972e-11 7.80782e-11 1.01454e-10 
30208 1.64991e-11 7.80895e-11 1.01468e-10 
30209 1.65015e-11 7.81014e-11 1.01483e-10 
30210 1.65039e-11 7.81127e-11 1.01499e-10 
30211 1.65068e-11 7.81237e-11 1.01513e-10 
30212 1.65087e-11 7.8135e-11 1.01527e-10 
30213 1.65111e-11 7.81469e-11 1.01541e-10 
30214 1.65135e-11 7.81582e-11 1.01558e-10 
30215 1.65164e-11 7.81692e-11 1.01572e-10 
30216 1.65183e-11 7.81806e-11 1.01586e-10 
30217 1.65207e-11 7.81924e-11 1.016e-10 
30218 1.65231e-11 7.82038e-11 1.01616e-10 
30219 1.6526e-11 7.82148e-11 1.01631e-10 
30220 1.65279e-11 7.82261e-11 1.01645e-10 
30221 1.65303e-11 7.8238e-11 1.01659e-10 
30222 1.65327e-11 7.82493e-11 1.01675e-10 
30223 1.65356e-11 7.82603e-11 1.0169e-10 
30224 1.65375e-11 7.82716e-11 1.01704e-10 
30225 1.65399e-11 7.82835e-11 1.01718e-10 
30226 1.65423e-11 7.82949e-11 1.01734e-10 
30227 1.65452e-11 7.83059e-11 1.01749e-10 
30228 1.65472e-11 7.83172e-11 1.01763e-10 
30229 1.65496e-11 7.83291e-11 1.01777e-10 
30230 1.6552e-11 7.83404e-11 1.01793e-10 
30231 1.65548e-11 7.83514e-11 1.01808e-10 
30232 1.65567e-11 7.83628e-11 1.01821e-10 
30233 1.65591e-11 7.83747e-11 1.01836e-10 
30234 1.65615e-11 7.8386e-11 1.01852e-10 
30235 1.65643e-11 7.8397e-11 1.01867e-10 
30236 1.65659e-11 7.84083e-11 1.0188e-10 
30237 1.65688e-11 7.84198e-11 1.01895e-10 
30238 1.65718e-11 7.84316e-11 1.01911e-10 
30239 1.65743e-11 7.84426e-11 1.01926e-10 
30240 1.65767e-11 7.84535e-11 1.01939e-10 
30241 1.65788e-11 7.84653e-11 1.01953e-10 
30242 1.65808e-11 7.84767e-11 1.01969e-10 
30243 1.65841e-11 7.84881e-11 1.01985e-10 
30244 1.65861e-11 7.84994e-11 1.01998e-10 
30245 1.65885e-11 7.85113e-11 1.02013e-10 
30246 1.65909e-11 7.85226e-11 1.02029e-10 
30247 1.65937e-11 7.85336e-11 1.02044e-10 
30248 1.65957e-11 7.85449e-11 1.02057e-10 
30249 1.65981e-11 7.85567e-11 1.02072e-10 
30250 1.66005e-11 7.85681e-11 1.02088e-10 
30251 1.66033e-11 7.85791e-11 1.02103e-10 
30252 1.66053e-11 7.85904e-11 1.02116e-10 
30253 1.66077e-11 7.86022e-11 1.02131e-10 
30254 1.66101e-11 7.86136e-11 1.02147e-10 
30255 1.66129e-11 7.86246e-11 1.02162e-10 
30256 1.66149e-11 7.86359e-11 1.02175e-10 
30257 1.66173e-11 7.86477e-11 1.0219e-10 
30258 1.66197e-11 7.86591e-11 1.02206e-10 
30259 1.66226e-11 7.86701e-11 1.02221e-10 
30260 1.66245e-11 7.86814e-11 1.02234e-10 
30261 1.66269e-11 7.86932e-11 1.02249e-10 
30262 1.66293e-11 7.87046e-11 1.02265e-10 
30263 1.66322e-11 7.87156e-11 1.0228e-10 
30264 1.66342e-11 7.87269e-11 1.02293e-10 
30265 1.66366e-11 7.87388e-11 1.02308e-10 
30266 1.6639e-11 7.87501e-11 1.02324e-10 
30267 1.66418e-11 7.87611e-11 1.02339e-10 
30268 1.66438e-11 7.87724e-11 1.02352e-10 
30269 1.66462e-11 7.87843e-11 1.02367e-10 
30270 1.66486e-11 7.87956e-11 1.02383e-10 
30271 1.66514e-11 7.88067e-11 1.02398e-10 
30272 1.66534e-11 7.8818e-11 1.02411e-10 
30273 1.66558e-11 7.88298e-11 1.02426e-10 
30274 1.66582e-11 7.88412e-11 1.02442e-10 
30275 1.66611e-11 7.88522e-11 1.02457e-10 
30276 1.6663e-11 7.88635e-11 1.02471e-10 
30277 1.66654e-11 7.88754e-11 1.02485e-10 
30278 1.66678e-11 7.88867e-11 1.02501e-10 
30279 1.66707e-11 7.88978e-11 1.02516e-10 
30280 1.66727e-11 7.89091e-11 1.0253e-10 
30281 1.66751e-11 7.8921e-11 1.02544e-10 
30282 1.66775e-11 7.89323e-11 1.0256e-10 
30283 1.66803e-11 7.89433e-11 1.02575e-10 
30284 1.66823e-11 7.89547e-11 1.02589e-10 
30285 1.66847e-11 7.89665e-11 1.02603e-10 
30286 1.66871e-11 7.89779e-11 1.02619e-10 
30287 1.669e-11 7.89889e-11 1.02634e-10 
30288 1.66919e-11 7.90002e-11 1.02648e-10 
30289 1.66943e-11 7.90121e-11 1.02662e-10 
30290 1.66968e-11 7.90235e-11 1.02678e-10 
30291 1.66996e-11 7.90345e-11 1.02693e-10 
30292 1.67016e-11 7.90458e-11 1.02707e-10 
30293 1.6704e-11 7.90577e-11 1.02721e-10 
30294 1.67064e-11 7.90691e-11 1.02738e-10 
30295 1.67092e-11 7.90801e-11 1.02752e-10 
30296 1.67112e-11 7.90914e-11 1.02766e-10 
30297 1.67136e-11 7.91033e-11 1.0278e-10 
30298 1.6716e-11 7.91147e-11 1.02797e-10 
30299 1.67189e-11 7.91257e-11 1.02811e-10 
30300 1.67208e-11 7.91371e-11 1.02825e-10 
30301 1.67233e-11 7.91489e-11 1.0284e-10 
30302 1.67257e-11 7.91603e-11 1.02856e-10 
30303 1.67285e-11 7.91713e-11 1.02871e-10 
30304 1.67305e-11 7.91827e-11 1.02884e-10 
30305 1.67329e-11 7.91946e-11 1.02899e-10 
30306 1.67353e-11 7.92059e-11 1.02915e-10 
30307 1.67382e-11 7.9217e-11 1.0293e-10 
30308 1.67401e-11 7.92283e-11 1.02944e-10 
30309 1.67425e-11 7.92402e-11 1.02958e-10 
30310 1.6745e-11 7.92516e-11 1.02974e-10 
30311 1.67478e-11 7.92626e-11 1.02989e-10 
30312 1.67498e-11 7.9274e-11 1.03003e-10 
30313 1.67522e-11 7.92858e-11 1.03017e-10 
30314 1.67545e-11 7.92972e-11 1.03033e-10 
30315 1.67574e-11 7.93083e-11 1.03048e-10 
30316 1.6759e-11 7.93196e-11 1.03062e-10 
30317 1.67619e-11 7.93311e-11 1.03077e-10 
30318 1.67648e-11 7.93429e-11 1.03093e-10 
30319 1.67673e-11 7.93539e-11 1.03107e-10 
30320 1.67698e-11 7.93645e-11 1.03121e-10 
30321 1.67719e-11 7.93771e-11 1.03136e-10 
30322 1.6774e-11 7.93882e-11 1.03152e-10 
30323 1.67772e-11 7.94e-11 1.03166e-10 
30324 1.67792e-11 7.94112e-11 1.0318e-10 
30325 1.67816e-11 7.94239e-11 1.03195e-10 
30326 1.67841e-11 7.94349e-11 1.03212e-10 
30327 1.67869e-11 7.94464e-11 1.03226e-10 
30328 1.67888e-11 7.94575e-11 1.0324e-10 
30329 1.67913e-11 7.94702e-11 1.03255e-10 
30330 1.67937e-11 7.94812e-11 1.03271e-10 
30331 1.67965e-11 7.94927e-11 1.03285e-10 
30332 1.67985e-11 7.95038e-11 1.03299e-10 
30333 1.68009e-11 7.95165e-11 1.03314e-10 
30334 1.68033e-11 7.95275e-11 1.0333e-10 
30335 1.68062e-11 7.9539e-11 1.03344e-10 
30336 1.68082e-11 7.95502e-11 1.03358e-10 
30337 1.68106e-11 7.95628e-11 1.03373e-10 
30338 1.6813e-11 7.95739e-11 1.03389e-10 
30339 1.68158e-11 7.95853e-11 1.03404e-10 
30340 1.68178e-11 7.95965e-11 1.03417e-10 
30341 1.68202e-11 7.96091e-11 1.03432e-10 
30342 1.68227e-11 7.96202e-11 1.03449e-10 
30343 1.68255e-11 7.96317e-11 1.03463e-10 
30344 1.68275e-11 7.96428e-11 1.03477e-10 
30345 1.68299e-11 7.96555e-11 1.03492e-10 
30346 1.68323e-11 7.96666e-11 1.03508e-10 
30347 1.68351e-11 7.9678e-11 1.03522e-10 
30348 1.68371e-11 7.96892e-11 1.03536e-10 
30349 1.68396e-11 7.97018e-11 1.03551e-10 
30350 1.6842e-11 7.97129e-11 1.03567e-10 
30351 1.68448e-11 7.97244e-11 1.03582e-10 
30352 1.68468e-11 7.97355e-11 1.03595e-10 
30353 1.68492e-11 7.97482e-11 1.0361e-10 
30354 1.68516e-11 7.97593e-11 1.03627e-10 
30355 1.68545e-11 7.97707e-11 1.03641e-10 
30356 1.68565e-11 7.97819e-11 1.03655e-10 
30357 1.68589e-11 7.97945e-11 1.0367e-10 
30358 1.68613e-11 7.98056e-11 1.03686e-10 
30359 1.68641e-11 7.98171e-11 1.037e-10 
30360 1.68662e-11 7.98282e-11 1.03714e-10 
30361 1.68686e-11 7.98409e-11 1.03729e-10 
30362 1.6871e-11 7.9852e-11 1.03745e-10 
30363 1.68738e-11 7.98635e-11 1.0376e-10 
30364 1.68758e-11 7.98746e-11 1.03774e-10 
30365 1.68782e-11 7.98873e-11 1.03788e-10 
30366 1.68807e-11 7.98983e-11 1.03805e-10 
30367 1.68835e-11 7.99098e-11 1.03819e-10 
30368 1.68855e-11 7.9921e-11 1.03833e-10 
30369 1.68879e-11 7.99336e-11 1.03848e-10 
30370 1.68903e-11 7.99447e-11 1.03864e-10 
30371 1.68932e-11 7.99562e-11 1.03878e-10 
30372 1.68952e-11 7.99674e-11 1.03892e-10 
30373 1.68976e-11 7.998e-11 1.03907e-10 
30374 1.69e-11 7.99911e-11 1.03924e-10 
30375 1.69028e-11 8.00026e-11 1.03938e-10 
30376 1.69049e-11 8.00138e-11 1.03952e-10 
30377 1.69073e-11 8.00264e-11 1.03967e-10 
30378 1.69097e-11 8.00375e-11 1.03983e-10 
30379 1.69125e-11 8.0049e-11 1.03997e-10 
30380 1.69145e-11 8.00602e-11 1.04011e-10 
30381 1.6917e-11 8.00728e-11 1.04026e-10 
30382 1.69194e-11 8.00839e-11 1.04042e-10 
30383 1.69222e-11 8.00954e-11 1.04057e-10 
30384 1.69242e-11 8.01066e-11 1.04071e-10 
30385 1.69266e-11 8.01192e-11 1.04086e-10 
30386 1.69291e-11 8.01303e-11 1.04102e-10 
30387 1.69319e-11 8.01418e-11 1.04116e-10 
30388 1.69339e-11 8.0153e-11 1.0413e-10 
30389 1.69363e-11 8.01656e-11 1.04145e-10 
30390 1.69388e-11 8.01767e-11 1.04161e-10 
30391 1.69416e-11 8.01882e-11 1.04176e-10 
30392 1.69436e-11 8.01994e-11 1.0419e-10 
30393 1.6946e-11 8.0212e-11 1.04205e-10 
30394 1.69484e-11 8.02231e-11 1.04221e-10 
30395 1.69512e-11 8.02346e-11 1.04235e-10 
30396 1.69529e-11 8.02458e-11 1.04249e-10 
30397 1.69558e-11 8.0258e-11 1.04264e-10 
30398 1.69587e-11 8.02695e-11 1.0428e-10 
30399 1.69612e-11 8.0281e-11 1.04295e-10 
30400 1.69636e-11 8.02923e-11 1.04308e-10 
30401 1.69658e-11 8.03048e-11 1.04322e-10 
30402 1.69679e-11 8.03159e-11 1.04338e-10 
30403 1.69711e-11 8.0328e-11 1.04354e-10 
30404 1.69731e-11 8.03391e-11 1.04368e-10 
30405 1.69756e-11 8.03517e-11 1.04382e-10 
30406 1.6978e-11 8.03627e-11 1.04398e-10 
30407 1.69808e-11 8.03745e-11 1.04414e-10 
30408 1.69828e-11 8.03855e-11 1.04428e-10 
30409 1.69852e-11 8.03981e-11 1.04442e-10 
30410 1.69877e-11 8.04091e-11 1.04457e-10 
30411 1.69905e-11 8.04209e-11 1.04473e-10 
30412 1.69925e-11 8.04319e-11 1.04488e-10 
30413 1.69949e-11 8.04445e-11 1.04502e-10 
30414 1.69973e-11 8.04556e-11 1.04517e-10 
30415 1.70002e-11 8.04673e-11 1.04533e-10 
30416 1.70022e-11 8.04784e-11 1.04548e-10 
30417 1.70046e-11 8.0491e-11 1.04561e-10 
30418 1.7007e-11 8.0502e-11 1.04577e-10 
30419 1.70099e-11 8.05138e-11 1.04593e-10 
30420 1.70119e-11 8.05248e-11 1.04608e-10 
30421 1.70143e-11 8.05374e-11 1.04621e-10 
30422 1.70167e-11 8.05485e-11 1.04637e-10 
30423 1.70196e-11 8.05602e-11 1.04653e-10 
30424 1.70216e-11 8.05713e-11 1.04667e-10 
30425 1.7024e-11 8.05839e-11 1.04681e-10 
30426 1.70265e-11 8.05949e-11 1.04697e-10 
30427 1.70293e-11 8.06067e-11 1.04713e-10 
30428 1.70313e-11 8.06177e-11 1.04727e-10 
30429 1.70337e-11 8.06303e-11 1.04741e-10 
30430 1.70362e-11 8.06414e-11 1.04757e-10 
30431 1.7039e-11 8.06532e-11 1.04772e-10 
30432 1.7041e-11 8.06642e-11 1.04787e-10 
30433 1.70434e-11 8.06768e-11 1.04801e-10 
30434 1.70459e-11 8.06878e-11 1.04816e-10 
30435 1.70487e-11 8.06996e-11 1.04832e-10 
30436 1.70507e-11 8.07107e-11 1.04847e-10 
30437 1.70531e-11 8.07233e-11 1.04861e-10 
30438 1.70556e-11 8.07343e-11 1.04876e-10 
30439 1.70584e-11 8.07461e-11 1.04892e-10 
30440 1.70604e-11 8.07572e-11 1.04907e-10 
30441 1.70629e-11 8.07698e-11 1.04921e-10 
30442 1.70653e-11 8.07808e-11 1.04936e-10 
30443 1.70681e-11 8.07926e-11 1.04952e-10 
30444 1.70701e-11 8.08037e-11 1.04967e-10 
30445 1.70726e-11 8.08163e-11 1.0498e-10 
30446 1.7075e-11 8.08273e-11 1.04996e-10 
30447 1.70778e-11 8.08391e-11 1.05012e-10 
30448 1.70799e-11 8.08501e-11 1.05027e-10 
30449 1.70823e-11 8.08627e-11 1.0504e-10 
30450 1.70847e-11 8.08738e-11 1.05056e-10 
30451 1.70875e-11 8.08856e-11 1.05072e-10 
30452 1.70896e-11 8.08966e-11 1.05087e-10 
30453 1.7092e-11 8.09092e-11 1.051e-10 
30454 1.70944e-11 8.09203e-11 1.05116e-10 
30455 1.70973e-11 8.09321e-11 1.05132e-10 
30456 1.70993e-11 8.09431e-11 1.05146e-10 
30457 1.71017e-11 8.09558e-11 1.0516e-10 
30458 1.71042e-11 8.09668e-11 1.05176e-10 
30459 1.7107e-11 8.09786e-11 1.05192e-10 
30460 1.7109e-11 8.09897e-11 1.05206e-10 
30461 1.71115e-11 8.10023e-11 1.0522e-10 
30462 1.71139e-11 8.10133e-11 1.05236e-10 
30463 1.71167e-11 8.10251e-11 1.05252e-10 
30464 1.71187e-11 8.10362e-11 1.05266e-10 
30465 1.71212e-11 8.10488e-11 1.0528e-10 
30466 1.71236e-11 8.10598e-11 1.05296e-10 
30467 1.71264e-11 8.10717e-11 1.05312e-10 
30468 1.71285e-11 8.10827e-11 1.05326e-10 
30469 1.71309e-11 8.10953e-11 1.0534e-10 
30470 1.71333e-11 8.11063e-11 1.05356e-10 
30471 1.71361e-11 8.11182e-11 1.05372e-10 
30472 1.71382e-11 8.11292e-11 1.05386e-10 
30473 1.71406e-11 8.11418e-11 1.054e-10 
30474 1.7143e-11 8.11529e-11 1.05416e-10 
30475 1.71458e-11 8.11647e-11 1.05432e-10 
30476 1.71476e-11 8.11757e-11 1.05446e-10 
30477 1.71504e-11 8.1188e-11 1.0546e-10 
30478 1.71533e-11 8.11994e-11 1.05476e-10 
30479 1.71558e-11 8.12113e-11 1.05492e-10 
30480 1.71583e-11 8.1222e-11 1.05506e-10 
30481 1.71605e-11 8.12338e-11 1.0552e-10 
30482 1.71626e-11 8.12453e-11 1.05536e-10 
30483 1.71658e-11 8.12568e-11 1.05552e-10 
30484 1.71678e-11 8.12683e-11 1.05566e-10 
30485 1.71703e-11 8.12802e-11 1.0558e-10 
30486 1.71727e-11 8.12917e-11 1.05596e-10 
30487 1.71755e-11 8.13028e-11 1.05612e-10 
30488 1.71775e-11 8.13143e-11 1.05626e-10 
30489 1.718e-11 8.13262e-11 1.0564e-10 
30490 1.71824e-11 8.13376e-11 1.05656e-10 
30491 1.71852e-11 8.13488e-11 1.05672e-10 
30492 1.71873e-11 8.13603e-11 1.05686e-10 
30493 1.71897e-11 8.13722e-11 1.057e-10 
30494 1.71921e-11 8.13837e-11 1.05716e-10 
30495 1.7195e-11 8.13948e-11 1.05732e-10 
30496 1.7197e-11 8.14063e-11 1.05746e-10 
30497 1.71995e-11 8.14182e-11 1.0576e-10 
30498 1.72019e-11 8.14297e-11 1.05776e-10 
30499 1.72047e-11 8.14408e-11 1.05792e-10 
30500 1.72068e-11 8.14523e-11 1.05806e-10 
30501 1.72092e-11 8.14642e-11 1.05821e-10 
30502 1.72116e-11 8.14757e-11 1.05836e-10 
30503 1.72144e-11 8.14869e-11 1.05852e-10 
30504 1.72165e-11 8.14983e-11 1.05867e-10 
30505 1.72189e-11 8.15103e-11 1.05881e-10 
30506 1.72214e-11 8.15217e-11 1.05896e-10 
30507 1.72242e-11 8.15329e-11 1.05912e-10 
30508 1.72262e-11 8.15444e-11 1.05927e-10 
30509 1.72287e-11 8.15563e-11 1.05941e-10 
30510 1.72311e-11 8.15678e-11 1.05956e-10 
30511 1.72339e-11 8.15789e-11 1.05972e-10 
30512 1.7236e-11 8.15904e-11 1.05987e-10 
30513 1.72384e-11 8.16024e-11 1.06001e-10 
30514 1.72409e-11 8.16138e-11 1.06016e-10 
30515 1.72437e-11 8.1625e-11 1.06032e-10 
30516 1.72457e-11 8.16365e-11 1.06047e-10 
30517 1.72482e-11 8.16484e-11 1.06061e-10 
30518 1.72506e-11 8.16599e-11 1.06077e-10 
30519 1.72534e-11 8.16711e-11 1.06092e-10 
30520 1.72555e-11 8.16826e-11 1.06107e-10 
30521 1.72579e-11 8.16945e-11 1.06121e-10 
30522 1.72604e-11 8.1706e-11 1.06137e-10 
30523 1.72632e-11 8.17172e-11 1.06152e-10 
30524 1.72653e-11 8.17287e-11 1.06167e-10 
30525 1.72677e-11 8.17406e-11 1.06181e-10 
30526 1.72701e-11 8.17521e-11 1.06197e-10 
30527 1.72729e-11 8.17633e-11 1.06212e-10 
30528 1.7275e-11 8.17747e-11 1.06227e-10 
30529 1.72774e-11 8.17867e-11 1.06241e-10 
30530 1.72799e-11 8.17982e-11 1.06257e-10 
30531 1.72827e-11 8.18094e-11 1.06273e-10 
30532 1.72848e-11 8.18209e-11 1.06287e-10 
30533 1.72872e-11 8.18328e-11 1.06301e-10 
30534 1.72896e-11 8.18443e-11 1.06317e-10 
30535 1.72925e-11 8.18555e-11 1.06333e-10 
30536 1.72945e-11 8.1867e-11 1.06348e-10 
30537 1.7297e-11 8.18789e-11 1.06362e-10 
30538 1.72994e-11 8.18904e-11 1.06377e-10 
30539 1.73022e-11 8.19016e-11 1.06393e-10 
30540 1.73043e-11 8.19131e-11 1.06408e-10 
30541 1.73067e-11 8.1925e-11 1.06422e-10 
30542 1.73092e-11 8.19365e-11 1.06438e-10 
30543 1.7312e-11 8.19477e-11 1.06453e-10 
30544 1.73141e-11 8.19592e-11 1.06468e-10 
30545 1.73165e-11 8.19712e-11 1.06482e-10 
30546 1.73189e-11 8.19827e-11 1.06498e-10 
30547 1.73217e-11 8.19939e-11 1.06513e-10 
30548 1.73238e-11 8.20054e-11 1.06528e-10 
30549 1.73263e-11 8.20173e-11 1.06542e-10 
30550 1.73287e-11 8.20288e-11 1.06558e-10 
30551 1.73315e-11 8.204e-11 1.06574e-10 
30552 1.73336e-11 8.20515e-11 1.06588e-10 
30553 1.7336e-11 8.20635e-11 1.06602e-10 
30554 1.73384e-11 8.2075e-11 1.06618e-10 
30555 1.73412e-11 8.20862e-11 1.06634e-10 
30556 1.7343e-11 8.20977e-11 1.06649e-10 
30557 1.73459e-11 8.21093e-11 1.06663e-10 
30558 1.73487e-11 8.21211e-11 1.06678e-10 
30559 1.73513e-11 8.21324e-11 1.06694e-10 
30560 1.73537e-11 8.21436e-11 1.06709e-10 
30561 1.73559e-11 8.21555e-11 1.06723e-10 
30562 1.73581e-11 8.21671e-11 1.06738e-10 
30563 1.73612e-11 8.21787e-11 1.06754e-10 
30564 1.73633e-11 8.21902e-11 1.06769e-10 
30565 1.73658e-11 8.22022e-11 1.06783e-10 
30566 1.73682e-11 8.22137e-11 1.06799e-10 
30567 1.7371e-11 8.2225e-11 1.06815e-10 
30568 1.73731e-11 8.22365e-11 1.06829e-10 
30569 1.73755e-11 8.22485e-11 1.06843e-10 
30570 1.7378e-11 8.226e-11 1.06859e-10 
30571 1.73808e-11 8.22713e-11 1.06875e-10 
30572 1.73828e-11 8.22828e-11 1.0689e-10 
30573 1.73853e-11 8.22948e-11 1.06904e-10 
30574 1.73877e-11 8.23063e-11 1.06919e-10 
30575 1.73905e-11 8.23176e-11 1.06935e-10 
30576 1.73926e-11 8.23291e-11 1.0695e-10 
30577 1.73951e-11 8.23411e-11 1.06964e-10 
30578 1.73975e-11 8.23527e-11 1.0698e-10 
30579 1.74003e-11 8.23639e-11 1.06995e-10 
30580 1.74024e-11 8.23755e-11 1.0701e-10 
30581 1.74049e-11 8.23875e-11 1.07024e-10 
30582 1.74073e-11 8.2399e-11 1.0704e-10 
30583 1.74101e-11 8.24103e-11 1.07056e-10 
30584 1.74122e-11 8.24218e-11 1.07071e-10 
30585 1.74146e-11 8.24338e-11 1.07085e-10 
30586 1.74171e-11 8.24454e-11 1.071e-10 
30587 1.74199e-11 8.24566e-11 1.07116e-10 
30588 1.7422e-11 8.24682e-11 1.07131e-10 
30589 1.74244e-11 8.24802e-11 1.07145e-10 
30590 1.74269e-11 8.24917e-11 1.07161e-10 
30591 1.74297e-11 8.2503e-11 1.07176e-10 
30592 1.74318e-11 8.25146e-11 1.07191e-10 
30593 1.74342e-11 8.25266e-11 1.07205e-10 
30594 1.74367e-11 8.25381e-11 1.07221e-10 
30595 1.74395e-11 8.25494e-11 1.07237e-10 
30596 1.74416e-11 8.25609e-11 1.07252e-10 
30597 1.7444e-11 8.25729e-11 1.07266e-10 
30598 1.74465e-11 8.25845e-11 1.07281e-10 
30599 1.74493e-11 8.25958e-11 1.07297e-10 
30600 1.74513e-11 8.26073e-11 1.07312e-10 
30601 1.74538e-11 8.26193e-11 1.07326e-10 
30602 1.74562e-11 8.26309e-11 1.07342e-10 
30603 1.7459e-11 8.26422e-11 1.07357e-10 
30604 1.74611e-11 8.26537e-11 1.07372e-10 
30605 1.74636e-11 8.26657e-11 1.07386e-10 
30606 1.7466e-11 8.26773e-11 1.07402e-10 
30607 1.74688e-11 8.26886e-11 1.07418e-10 
30608 1.74709e-11 8.27001e-11 1.07433e-10 
30609 1.74734e-11 8.27121e-11 1.07447e-10 
30610 1.74758e-11 8.27237e-11 1.07463e-10 
30611 1.74786e-11 8.2735e-11 1.07478e-10 
30612 1.74807e-11 8.27465e-11 1.07493e-10 
30613 1.74832e-11 8.27585e-11 1.07507e-10 
30614 1.74856e-11 8.27701e-11 1.07523e-10 
30615 1.74884e-11 8.27814e-11 1.07539e-10 
30616 1.74905e-11 8.27929e-11 1.07553e-10 
30617 1.7493e-11 8.2805e-11 1.07568e-10 
30618 1.74954e-11 8.28165e-11 1.07583e-10 
30619 1.74982e-11 8.28278e-11 1.07599e-10 
30620 1.75003e-11 8.28394e-11 1.07614e-10 
30621 1.75028e-11 8.28514e-11 1.07628e-10 
30622 1.75052e-11 8.28629e-11 1.07644e-10 
30623 1.7508e-11 8.28743e-11 1.07659e-10 
30624 1.75101e-11 8.28858e-11 1.07674e-10 
30625 1.75126e-11 8.28978e-11 1.07689e-10 
30626 1.75151e-11 8.29094e-11 1.07704e-10 
30627 1.75178e-11 8.29207e-11 1.0772e-10 
30628 1.752e-11 8.29323e-11 1.07735e-10 
30629 1.75224e-11 8.29443e-11 1.07749e-10 
30630 1.75249e-11 8.29559e-11 1.07765e-10 
30631 1.75277e-11 8.29672e-11 1.0778e-10 
30632 1.75298e-11 8.29787e-11 1.07795e-10 
30633 1.75322e-11 8.29908e-11 1.07809e-10 
30634 1.75346e-11 8.30023e-11 1.07825e-10 
30635 1.75374e-11 8.30136e-11 1.07841e-10 
30636 1.75392e-11 8.30252e-11 1.07856e-10 
30637 1.75421e-11 8.30369e-11 1.0787e-10 
30638 1.7545e-11 8.30488e-11 1.07886e-10 
30639 1.75475e-11 8.30601e-11 1.07901e-10 
30640 1.755e-11 8.30714e-11 1.07916e-10 
30641 1.75522e-11 8.30834e-11 1.0793e-10 
30642 1.75543e-11 8.3095e-11 1.07946e-10 
30643 1.75575e-11 8.31066e-11 1.07962e-10 
30644 1.75596e-11 8.31182e-11 1.07977e-10 
30645 1.75621e-11 8.31302e-11 1.07991e-10 
30646 1.75645e-11 8.31418e-11 1.08007e-10 
30647 1.75673e-11 8.31531e-11 1.08022e-10 
30648 1.75694e-11 8.31647e-11 1.08037e-10 
30649 1.75718e-11 8.31767e-11 1.08051e-10 
30650 1.75743e-11 8.31883e-11 1.08067e-10 
30651 1.75771e-11 8.31996e-11 1.08083e-10 
30652 1.75792e-11 8.32112e-11 1.08098e-10 
30653 1.75817e-11 8.32232e-11 1.08112e-10 
30654 1.75841e-11 8.32348e-11 1.08128e-10 
30655 1.75869e-11 8.32462e-11 1.08143e-10 
30656 1.7589e-11 8.32577e-11 1.08158e-10 
30657 1.75915e-11 8.32698e-11 1.08172e-10 
30658 1.75939e-11 8.32813e-11 1.08188e-10 
30659 1.75967e-11 8.32927e-11 1.08204e-10 
30660 1.75988e-11 8.33043e-11 1.08219e-10 
30661 1.76013e-11 8.33163e-11 1.08233e-10 
30662 1.76038e-11 8.33279e-11 1.08249e-10 
30663 1.76065e-11 8.33392e-11 1.08264e-10 
30664 1.76087e-11 8.33508e-11 1.08279e-10 
30665 1.76111e-11 8.33629e-11 1.08294e-10 
30666 1.76136e-11 8.33744e-11 1.08309e-10 
30667 1.76164e-11 8.33858e-11 1.08325e-10 
30668 1.76185e-11 8.33974e-11 1.0834e-10 
30669 1.7621e-11 8.34094e-11 1.08354e-10 
30670 1.76234e-11 8.3421e-11 1.0837e-10 
30671 1.76262e-11 8.34324e-11 1.08386e-10 
30672 1.76283e-11 8.34439e-11 1.084e-10 
30673 1.76308e-11 8.3456e-11 1.08415e-10 
30674 1.76332e-11 8.34676e-11 1.0843e-10 
30675 1.7636e-11 8.34789e-11 1.08446e-10 
30676 1.76382e-11 8.34905e-11 1.08461e-10 
30677 1.76406e-11 8.35026e-11 1.08475e-10 
30678 1.76431e-11 8.35141e-11 1.08491e-10 
30679 1.76459e-11 8.35255e-11 1.08507e-10 
30680 1.7648e-11 8.35371e-11 1.08522e-10 
30681 1.76504e-11 8.35491e-11 1.08536e-10 
30682 1.76529e-11 8.35607e-11 1.08552e-10 
30683 1.76557e-11 8.35721e-11 1.08567e-10 
30684 1.76578e-11 8.35837e-11 1.08582e-10 
30685 1.76603e-11 8.35957e-11 1.08597e-10 
30686 1.76627e-11 8.36073e-11 1.08612e-10 
30687 1.76655e-11 8.36187e-11 1.08628e-10 
30688 1.76677e-11 8.36303e-11 1.08643e-10 
30689 1.76701e-11 8.36423e-11 1.08657e-10 
30690 1.76726e-11 8.36539e-11 1.08673e-10 
