# Time-averaged data for fix data_saving
# TimeStep c_mytemp c_mypress v_myvol c_PE c_KE
39700000 699.573 -664.921 99265.5 -20040.6 481.342
39800000 704.246 517.834 98962.9 -20051.5 484.558
39900000 680.339 1121.43 98868.6 -20050.6 468.108
40000000 700.417 -2117.69 99130.6 -20070.6 481.923
40100000 699.797 -1124.78 99255.7 -20050.5 481.497
40200000 695.796 -237.871 99035.7 -20056.7 478.743
40300000 677.151 1271.06 98780.1 -20063.2 465.915
40400000 707.509 477.544 98932.6 -20057.5 486.802
40500000 688.431 -439.52 99220.2 -20042.3 473.676
40600000 705.641 -737.641 99119.1 -20059.8 485.518
40700000 681.327 674.881 98785.4 -20070.5 468.788
40800000 699.407 2237.18 98789.5 -20053.8 481.228
40900000 702.652 -784.083 99099 -20057.6 483.461
41000000 675.75 -2180.29 99145.3 -20070.6 464.951
41100000 698.236 728.272 98834.4 -20066.1 480.422
41200000 682.272 1696.61 98683 -20075.7 469.438
41300000 690.647 140.655 98869.4 -20067.1 475.201
41400000 693.319 -1129.44 99074 -20062.1 477.039
41500000 685.646 -1082.87 98947.8 -20077.9 471.76
41600000 682.872 1012.05 98677.8 -20079.1 469.852
41700000 671.678 818.27 98724.4 -20076 462.149
41800000 687.624 -259.056 98960.6 -20065.2 473.121
41900000 689.456 -1075.35 98980.5 -20072.9 474.381
42000000 701.282 186.698 98728.1 -20086.7 482.518
42100000 691.224 1472.16 98615.8 -20082.8 475.598
42200000 670.623 -1041.07 98814.1 -20093.4 461.423
42300000 677.649 -1178.23 98928.8 -20081.6 466.258
42400000 675.722 -338.259 98782.6 -20082 464.932
42500000 676.888 718.531 98585.3 -20086.8 465.734
42600000 678.079 -249.598 98645.1 -20096.2 466.553
42700000 680.772 -451.447 98834.8 -20085.9 468.406
42800000 672.537 -1367.4 98826.9 -20094.3 462.74
42900000 662.615 782.12 98613.5 -20089.1 455.913
43000000 665.911 524.205 98550.3 -20088.7 458.181
43100000 664.283 -480.566 98739.1 -20097.4 457.061
43200000 667.946 -964.621 98827.8 -20087.5 459.582
43300000 670.758 510.583 98644.3 -20093.9 461.517
43400000 662.069 1268.99 98479.7 -20093.6 455.538
43500000 659.051 531.686 98593 -20093 453.461
43600000 654.992 -1391.66 98743.2 -20100.6 450.668
43700000 669.596 -155.158 98676 -20091.2 460.716
43800000 667.841 26.8342 98487.8 -20108.9 459.509
43900000 650.793 801.58 98464.8 -20096.9 447.779
44000000 637.623 -772.818 98614.8 -20105.9 438.718
44100000 654.64 -622.554 98671.3 -20102.7 450.426
44200000 668.879 671.021 98547.2 -20098.3 460.224
44300000 671.345 1062.83 98417.7 -20111.8 461.92
44400000 644.581 552.459 98476.8 -20100.7 443.505
44500000 655.704 159.938 98614.7 -20100.4 451.158
44600000 653.546 -426.583 98569.3 -20111.1 449.673
44700000 645.804 707.62 98386.1 -20109.7 444.347
44800000 648.963 242.041 98355.1 -20119 446.52
44900000 654.417 -37.8714 98524 -20112.2 450.273
45000000 655.65 -811.309 98599.3 -20111.4 451.121
45100000 645.466 -381.733 98419.5 -20125.3 444.114
45200000 644.48 286.681 98256.9 -20128.2 443.436
45300000 656.497 43.1711 98402.2 -20119.1 451.704
45400000 642.661 -1914.41 98560.5 -20130.5 442.184
45500000 665.048 302.66 98392.6 -20118.1 457.588
45600000 645.263 727.792 98198.4 -20141 443.974
45700000 642.664 723.262 98269.6 -20128 442.186
45800000 637.24 -759.511 98449.8 -20128.9 438.454
45900000 642.269 -612.974 98442.2 -20124.3 441.915
46000000 628.946 -447.786 98233.6 -20144.2 432.748
46100000 633.159 890.983 98153.9 -20135.4 435.646
46200000 639.708 -121.175 98330 -20135.5 440.153
46300000 644.61 -390.02 98445.7 -20119.6 443.525
46400000 630.033 8.95707 98271.3 -20131.9 433.495
46500000 631.599 1140.8 98079 -20138.5 434.573
46600000 643.364 -263.503 98189 -20151.5 442.668
46700000 627.096 -660.145 98391.1 -20133.2 431.474
46800000 648.671 -677.731 98355 -20136.4 446.319
46900000 635.125 866.648 98107 -20147 436.999
47000000 612.676 1032.59 98012.6 -20152 421.553
47100000 619.29 -985.649 98207.4 -20157.2 426.104
47200000 616.993 -832.916 98328.6 -20140.1 424.523
47300000 625.982 1008.58 98146 -20133.6 430.708
47400000 633.693 1244.47 97980.6 -20152.6 436.013
47500000 618.05 294.593 98118.4 -20149.3 425.25
47600000 623.841 -934.323 98272.3 -20148.1 429.235
47700000 627.409 -515.996 98124.8 -20161.2 431.69
47800000 620.227 287.215 97981.2 -20161.5 426.748
47900000 635.759 833.274 98046.8 -20142.4 437.435
48000000 621.859 -1043.11 98156.5 -20166.1 427.871
48100000 618.394 -845.895 98117.1 -20163.5 425.487
48200000 602.083 147.752 98004.3 -20161.3 414.264
48300000 619.789 476.288 97964.5 -20160 426.447
48400000 624.637 -390.351 98034.7 -20166.3 429.783
48500000 617.325 -654.944 98043 -20170.8 424.751
48600000 620.036 -14.9088 97990.1 -20162.1 426.617
48700000 618.585 241.888 97942.5 -20170.3 425.619
48800000 602.657 112.934 97987.8 -20163.7 414.659
48900000 608.754 -318.083 98013.1 -20168.5 418.854
49000000 612.431 127.975 97969.6 -20169.5 421.384
49100000 612.002 266.107 97899.2 -20168.1 421.089
49200000 605.256 254.154 97887.5 -20169 416.448
49300000 601.655 627.272 97891.6 -20165.7 413.97
49400000 611.342 -269.022 97953.6 -20181.7 420.635
49500000 586.496 292.382 97910.7 -20171.9 403.54
49600000 597.44 52.9287 97794.1 -20180.2 411.069
49700000 601.926 648.112 97799.4 -20184.6 414.156
49800000 595.582 -1081.49 97914.1 -20188.4 409.791
49900000 593.072 -464.904 97921.4 -20181.2 408.065
50000000 595.071 214.45 97797.1 -20183.7 409.44
50100000 596.425 909.458 97740 -20181.5 410.371
50200000 597.517 41.3498 97806.5 -20185.1 411.123
50300000 602.129 -347.625 97854.9 -20184.9 414.296
50400000 601.652 -59.7099 97766 -20194 413.968
50500000 586.532 891.527 97687 -20185.9 403.565
50600000 598.408 72.9084 97757.8 -20191.4 411.736
50700000 593.401 -407.463 97813.1 -20192.7 408.291
50800000 586.773 -334.205 97740.1 -20197.3 403.731
50900000 595.812 627.042 97621.4 -20196.4 409.95
51000000 589.976 1272.27 97650.8 -20187.9 405.934
51100000 590.873 -1150.87 97799.7 -20202.6 406.551
51200000 580.552 -406.196 97818.4 -20187.4 399.45
51300000 595.277 435.395 97577.6 -20207 409.582
51400000 588.215 1458.47 97474.4 -20209.3 404.722
51500000 585.977 -415.836 97705.3 -20201.3 403.182
51600000 580.514 -1438.05 97838.3 -20204.1 399.424
51700000 582.452 509.323 97611 -20200.7 400.757
